"topicid";"tweetid";"topic"
"23640";"164786569977401345";"otros"
"23641";"164792428631568385";"política"
"23642";"164797497791881216";"política"
"23643";"164801099423952896";"política"
"23644";"164801671443132416";"otros"
"23645";"164818146082033665";"política"
"23646";"164818146082033665";"otros"
"23647";"164818877816127488";"política"
"23648";"164818996569444352";"otros"
"23650";"164822842511339521";"política"
"23649";"164822842511339521";"literatura"
"23651";"164830126796832769";"política"
"23652";"164830126796832769";"otros"
"23653";"164830454191624192";"fútbol"
"23654";"164830624304205826";"entretenimiento"
"23655";"164833272214466561";"entretenimiento"
"23657";"164834196467097601";"otros"
"23656";"164834196467097601";"música"
"23658";"164841597157122049";"entretenimiento"
"23659";"164841597157122049";"literatura"
"23660";"164842309006008321";"entretenimiento"
"23661";"164842309006008321";"otros"
"23662";"164874902082568192";"cine"
"23663";"164874902082568192";"otros"
"23664";"164927808135634944";"música"
"23665";"164968025932578817";"entretenimiento"
"23666";"164968854211149825";"fútbol"
"23667";"164979872131858432";"política"
"23668";"164979872131858432";"otros"
"23669";"164981584376766464";"otros"
"23670";"164982548194263040";"economía"
"23671";"164988015280787456";"entretenimiento"
"23672";"164988081957638144";"política"
"23673";"164998640790810624";"otros"
"23674";"164998941996355584";"fútbol"
"23675";"164998966780502016";"política"
"23676";"165009727267405824";"otros"
"23677";"165010140108566528";"otros"
"23678";"165013989443645440";"entretenimiento"
"23679";"165015345608933376";"deportes"
"23680";"165015749897887744";"política"
"23681";"165021317396045824";"entretenimiento"
"23682";"165021317396045824";"cine"
"23683";"165021317396045824";"política"
"23684";"165023223149375489";"política"
"23685";"165026913272872960";"fútbol"
"23686";"165035827297136640";"otros"
"23687";"165042183781617664";"otros"
"23688";"165053699771736064";"entretenimiento"
"23689";"165053699771736064";"otros"
"23690";"165056990425513984";"política"
"23692";"165066837074264066";"otros"
"23691";"165066837074264066";"entretenimiento"
"23693";"165068863048921089";"deportes"
"23694";"165069445297995776";"música"
"23695";"165069445297995776";"entretenimiento"
"23696";"165069854745956353";"política"
"23697";"165081457826603008";"economía"
"23700";"165100904759046145";"otros"
"23699";"165100904759046145";"entretenimiento"
"23698";"165100904759046145";"música"
"23701";"165103527176306689";"otros"
"23702";"165105360271712256";"otros"
"23703";"165107330655076352";"entretenimiento"
"23704";"165111342267764737";"otros"
"23705";"165114477002489856";"política"
"23707";"165118080060620800";"otros"
"23706";"165118080060620800";"entretenimiento"
"23708";"165119751272673280";"economía"
"23709";"165127715094142977";"otros"
"23710";"165127717552009216";"política"
"23711";"165127717552009216";"economía"
"23712";"165149220997836800";"política"
"23713";"165149281844596736";"música"
"23714";"165149317013835777";"economía"
"23715";"165149317013835777";"entretenimiento"
"23716";"165151456972914689";"otros"
"23717";"165152233099493376";"entretenimiento"
"23718";"165158257369948160";"otros"
"23719";"165158863748857857";"política"
"23721";"165164351743991810";"política"
"23720";"165164351743991810";"economía"
"23722";"165172324641947649";"literatura"
"23723";"165178471948103680";"política"
"23724";"165188354005155840";"música"
"23725";"165201534576099328";"entretenimiento"
"23726";"165201534576099328";"cine"
"23727";"165202427652476930";"economía"
"23728";"165205165899653120";"entretenimiento"
"23729";"165206508810940416";"economía"
"23730";"165206872520003584";"música"
"23731";"165206872520003584";"otros"
"23732";"165210798434693120";"entretenimiento"
"23733";"165210798434693120";"política"
"23734";"165214210257715200";"otros"
"23735";"165238672034246657";"economía"
"23736";"165238672034246657";"entretenimiento"
"23737";"165241206383714305";"cine"
"23738";"165241206383714305";"otros"
"23739";"165243247046832128";"música"
"23740";"165243247046832128";"otros"
"23741";"165292880825556992";"política"
"23742";"165323184546131970";"otros"
"23743";"165328252867579905";"política"
"23744";"165329326471000064";"política"
"23745";"165330868376834048";"otros"
"23746";"165331146840883200";"política"
"23747";"165331168978411520";"entretenimiento"
"23748";"165359096546082816";"política"
"23749";"165359174786625536";"política"
"23750";"165359760756064256";"política"
"23751";"165359760756064256";"otros"
"23752";"165360948717174785";"entretenimiento"
"23753";"165362549506842624";"otros"
"23754";"165368147782811648";"política"
"23755";"165372660581285888";"política"
"23756";"165377557699637248";"política"
"23757";"165377557699637248";"otros"
"23758";"165381961442013185";"política"
"23759";"165386286432129024";"entretenimiento"
"23760";"165386286432129024";"política"
"23762";"165392813247311873";"otros"
"23761";"165392813247311873";"entretenimiento"
"23763";"165397250254704641";"política"
"23764";"165399642928988160";"política"
"23765";"165401927386013696";"política"
"23766";"165402065793843200";"política"
"23767";"165402538638712833";"política"
"23768";"165403128877957121";"otros"
"23769";"165405367579328512";"política"
"23770";"165406527157571584";"entretenimiento"
"23771";"165406527157571584";"tecnología"
"23772";"165412112519278592";"entretenimiento"
"23773";"165413226333483008";"política"
"23774";"165414868437049344";"otros"
"23776";"165418851868225537";"otros"
"23775";"165418851868225537";"política"
"23777";"165419350671634433";"otros"
"23778";"165423301710192641";"política"
"23779";"165424208254472192";"política"
"23780";"165424208254472192";"economía"
"23783";"165424603894784000";"economía"
"23782";"165424603894784000";"entretenimiento"
"23781";"165424603894784000";"política"
"23784";"165426930630393856";"política"
"23785";"165427709181304833";"música"
"23786";"165429627412692992";"política"
"23787";"165429627412692992";"economía"
"23788";"165430425550979072";"política"
"23789";"165432456894353408";"política"
"23790";"165433131078393856";"economía"
"23791";"165435478332547072";"otros"
"23792";"165440627847340032";"entretenimiento"
"23793";"165443082005905409";"cine"
"23794";"165443082005905409";"otros"
"23795";"165448456712892416";"entretenimiento"
"23797";"165449268541403137";"otros"
"23796";"165449268541403137";"cine"
"23798";"165449680388505600";"política"
"23799";"165457354404528128";"otros"
"23800";"165458627149312000";"política"
"23801";"165459019757133824";"política"
"23803";"165461589737222144";"otros"
"23802";"165461589737222144";"política"
"23804";"165468612302340096";"otros"
"23805";"165470574733299712";"política"
"23806";"165470574733299712";"fútbol"
"23807";"165471569748037632";"política"
"23808";"165471569748037632";"fútbol"
"23810";"165472385091383296";"otros"
"23809";"165472385091383296";"música"
"23811";"165472854677262336";"política"
"23812";"165473876552318976";"política"
"23813";"165473908185763840";"política"
"23814";"165474885093703680";"música"
"23815";"165474885093703680";"otros"
"23816";"165475263738691584";"política"
"23817";"165475339068379136";"otros"
"23818";"165478469352947712";"economía"
"23819";"165478865853095936";"política"
"23820";"165479757633421312";"política"
"23821";"165479757633421312";"economía"
"23822";"165480049376636928";"política"
"23823";"165480104246509568";"política"
"23824";"165480420828393472";"política"
"23825";"165482987645976578";"política"
"23826";"165484522543124480";"política"
"23827";"165488101370761216";"otros"
"23828";"165508204564975616";"política"
"23829";"165513490176544768";"política"
"23830";"165517951108255744";"política"
"23831";"165518654358818816";"tecnología"
"23832";"165520352502493184";"política"
"23833";"165520352502493184";"fútbol"
"23834";"165523608976891906";"fútbol"
"23835";"165538115761614851";"entretenimiento"
"23836";"165546597579636736";"política"
"23837";"165549971347750912";"economía"
"23838";"165552657044484096";"fútbol"
"23839";"165554237139456000";"música"
"23840";"165554237139456000";"otros"
"23841";"165557783746457601";"música"
"23842";"165557783746457601";"otros"
"23843";"165559807015780353";"otros"
"23845";"165563697945788419";"otros"
"23844";"165563697945788419";"entretenimiento"
"23846";"165573763566538752";"deportes"
"23847";"165573763566538752";"música"
"23848";"165576753442590721";"entretenimiento"
"23849";"165576753442590721";"otros"
"23850";"165593770073669633";"otros"
"23851";"165646393195769856";"música"
"23852";"165648518638342144";"música"
"23853";"165648518638342144";"otros"
"23854";"165669231587901441";"otros"
"23855";"165673678787448833";"otros"
"23856";"165682839449382912";"otros"
"23857";"165686465681035264";"otros"
"23858";"165688652284964865";"otros"
"23859";"165697057212989440";"entretenimiento"
"23860";"165697057212989440";"política"
"23861";"165705124159823872";"política"
"23862";"165705124159823872";"otros"
"23863";"165711389032329216";"economía"
"23864";"165714931969302528";"política"
"23865";"165717024805371904";"otros"
"23866";"165731938160742400";"economía"
"23867";"165731938160742400";"deportes"
"23868";"165733607678291968";"otros"
"23869";"165734230041698304";"tecnología"
"23870";"165734230041698304";"otros"
"23871";"165739883644719105";"política"
"23872";"165742106575519744";"entretenimiento"
"23873";"165747190575284225";"política"
"23874";"165749839592828929";"política"
"23875";"165750024603582464";"política"
"23876";"165750118203662336";"otros"
"23877";"165750173442641921";"otros"
"23879";"165750709336276992";"entretenimiento"
"23878";"165750709336276992";"política"
"23880";"165750871173500928";"política"
"23881";"165751566375190528";"política"
"23882";"165752294871281665";"política"
"23883";"165752369336954880";"política"
"23884";"165754049910669312";"política"
"23885";"165754179598548992";"política"
"23886";"165754823294201856";"política"
"23887";"165755672212934656";"política"
"23888";"165758623925018624";"otros"
"23889";"165760244612472832";"política"
"23890";"165760572216971264";"entretenimiento"
"23891";"165761176934957057";"política"
"23892";"165761599112617985";"política"
"23893";"165762020602429440";"política"
"23894";"165762543384674305";"política"
"23895";"165762635579662336";"política"
"23896";"165762764302848000";"política"
"23897";"165762764302848000";"otros"
"23898";"165763041722515458";"política"
"23899";"165764975820943362";"política"
"23900";"165764990362583040";"política"
"23901";"165765305363206144";"política"
"23902";"165765635878551552";"política"
"23903";"165765635878551552";"economía"
"23904";"165765757672767488";"política"
"23905";"165766516283949058";"política"
"23907";"165767944008249346";"otros"
"23906";"165767944008249346";"política"
"23908";"165768607027044352";"economía"
"23909";"165768904759705600";"otros"
"23910";"165768911462211585";"política"
"23911";"165769571402395649";"política"
"23912";"165770357498847233";"política"
"23913";"165772925000105985";"política"
"23914";"165773953766391808";"otros"
"23915";"165778670638735360";"política"
"23916";"165780369713528832";"otros"
"23917";"165781652818239488";"otros"
"23918";"165785480615563264";"política"
"23919";"165785480615563264";"economía"
"23921";"165785999799103488";"otros"
"23920";"165785999799103488";"música"
"23922";"165790373048885248";"entretenimiento"
"23923";"165790373048885248";"política"
"23924";"165790373048885248";"otros"
"23925";"165803481003851776";"otros"
"23926";"165814448811028482";"política"
"23927";"165819227847143424";"política"
"23928";"165821111135768576";"otros"
"23929";"165823317075427328";"política"
"23930";"165826411125424128";"política"
"23931";"165829995627945985";"política"
"23932";"165830143514914817";"política"
"23933";"165831236969963522";"política"
"23934";"165833039623098368";"política"
"23935";"165833529165496320";"política"
"23936";"165833816672440320";"política"
"23937";"165834178439553025";"política"
"23938";"165836938685857794";"política"
"23939";"165837397563682817";"cine"
"23940";"165837397563682817";"otros"
"23941";"165838123446702082";"política"
"23942";"165839845799903233";"política"
"23943";"165840498081284096";"política"
"23944";"165840608353726465";"política"
"23945";"165840776763412480";"política"
"23946";"165842676799909889";"política"
"23947";"165842817451700224";"política"
"23948";"165843311066742784";"política"
"23949";"165847869746724864";"política"
"23950";"165848393401384961";"entretenimiento"
"23951";"165848393401384961";"otros"
"23952";"165848564621250560";"política"
"23953";"165848927906709505";"fútbol"
"23954";"165849936183824384";"política"
"23955";"165850595545190401";"fútbol"
"23956";"165852913938345986";"fútbol"
"23957";"165859379961274369";"otros"
"23958";"165874773493153792";"otros"
"23959";"165877409906827264";"fútbol"
"23960";"165879687493586944";"otros"
"23961";"165885189392834560";"política"
"23962";"165885434835107840";"política"
"23963";"165893844330754048";"política"
"23964";"165899480615485440";"política"
"23965";"165905571256602625";"política"
"23966";"165910582141272067";"política"
"23967";"165919958151348224";"política"
"23969";"165933523541303297";"otros"
"23968";"165933523541303297";"música"
"23970";"165934460695613441";"fútbol"
"23971";"165938487864995840";"política"
"23972";"165973795402821632";"cine"
"23973";"165973795402821632";"otros"
"23974";"165991112534786050";"otros"
"23976";"166049694148075521";"otros"
"23975";"166049694148075521";"música"
"23977";"166052179340308480";"otros"
"23978";"166069447042408448";"política"
"23979";"166072596369129473";"política"
"23980";"166081991891103744";"política"
"23981";"166089094261252096";"política"
"23982";"166098611749388288";"política"
"23983";"166099036561088512";"política"
"23984";"166099145923362817";"música"
"23985";"166099145923362817";"otros"
"23986";"166099239489912832";"literatura"
"23987";"166099239489912832";"otros"
"23989";"166100903785529345";"economía"
"23988";"166100903785529345";"política"
"23990";"166105803219144704";"otros"
"23991";"166107823846080512";"política"
"23992";"166110309323517952";"política"
"23993";"166111226080931840";"política"
"23994";"166113023545720832";"otros"
"23995";"166113292127969281";"entretenimiento"
"23996";"166114313407438848";"política"
"23997";"166114313407438848";"otros"
"23998";"166116221954166784";"política"
"23999";"166116260776656897";"política"
"24000";"166118195370012672";"política"
"24002";"166118902198321152";"política"
"24001";"166118902198321152";"entretenimiento"
"24003";"166122219494322176";"entretenimiento"
"24004";"166122219494322176";"política"
"24005";"166131293468364800";"política"
"24006";"166131943245742080";"política"
"24007";"166133333766582272";"entretenimiento"
"24009";"166134050132738048";"economía"
"24008";"166134050132738048";"política"
"24010";"166136431192977408";"política"
"24011";"166138523517321216";"política"
"24012";"166144379931721728";"política"
"24013";"166144759335878656";"política"
"24015";"166151028058750978";"otros"
"24014";"166151028058750978";"política"
"24016";"166165818831421440";"política"
"24017";"166165818831421440";"literatura"
"24018";"166170517844402176";"entretenimiento"
"24019";"166170517844402176";"deportes"
"24020";"166182466061746176";"música"
"24021";"166182466061746176";"otros"
"24023";"166182836318126081";"otros"
"24022";"166182836318126081";"política"
"24024";"166184383693340673";"entretenimiento"
"24025";"166184383693340673";"otros"
"24026";"166203505869201408";"deportes"
"24027";"166203505869201408";"otros"
"24029";"166205598701064193";"política"
"24028";"166205598701064193";"economía"
"24030";"166206121877569536";"política"
"24031";"166206121877569536";"otros"
"24032";"166206968023875584";"música"
"24033";"166206968023875584";"otros"
"24034";"166207598046097410";"política"
"24035";"166218125954650113";"política"
"24036";"166219085342982146";"otros"
"24037";"166243765751775233";"entretenimiento"
"24038";"166248420812660736";"deportes"
"24039";"166248420812660736";"fútbol"
"24040";"166249994456797184";"música"
"24041";"166253274721296384";"política"
"24042";"166255575288647680";"política"
"24043";"166258097881493505";"entretenimiento"
"24044";"166266431397310464";"otros"
"24045";"166269218357129216";"entretenimiento"
"24046";"166277555127717888";"otros"
"24047";"166279102716850176";"música"
"24048";"166279102716850176";"otros"
"24049";"166279173172760576";"entretenimiento"
"24050";"166282038045970432";"entretenimiento"
"24051";"166296826859884546";"otros"
"24052";"166310147768066048";"otros"
"24053";"166332049869914113";"entretenimiento"
"24054";"166397632942571520";"otros"
"24055";"166405115169878016";"política"
"24056";"166422283383087104";"política"
"24057";"166425236156317696";"política"
"24058";"166428420241240065";"entretenimiento"
"24059";"166435525832609793";"entretenimiento"
"24060";"166436782601273346";"entretenimiento"
"24061";"166444655985172481";"economía"
"24062";"166444655985172481";"otros"
"24063";"166444751254597632";"otros"
"24064";"166457128817664001";"otros"
"24065";"166459699414310912";"otros"
"24066";"166464623086796800";"otros"
"24067";"166468519159005185";"política"
"24068";"166470846267916288";"otros"
"24069";"166477889146064896";"política"
"24070";"166479235366662145";"deportes"
"24072";"166485385424281600";"otros"
"24071";"166485385424281600";"música"
"24073";"166488502790393857";"deportes"
"24074";"166489547172102144";"otros"
"24075";"166489973363716096";"política"
"24076";"166490333310488576";"política"
"24077";"166494799166320642";"política"
"24079";"166495211147640832";"economía"
"24078";"166495211147640832";"entretenimiento"
"24080";"166496110565797888";"otros"
"24081";"166499969740718080";"entretenimiento"
"24082";"166499969740718080";"otros"
"24083";"166501163418656768";"otros"
"24084";"166502976867930112";"política"
"24085";"166506954510966785";"política"
"24086";"166508048863596544";"política"
"24087";"166508048863596544";"economía"
"24088";"166509780633010177";"política"
"24089";"166511979245223936";"política"
"24090";"166512478300278786";"política"
"24091";"166518371813310464";"otros"
"24092";"166523043894657024";"otros"
"24093";"166532862932287489";"entretenimiento"
"24094";"166536990077100035";"entretenimiento"
"24095";"166542544300294144";"entretenimiento"
"24096";"166542975072083969";"cine"
"24097";"166542975072083969";"otros"
"24099";"166581229062324224";"economía"
"24098";"166581229062324224";"política"
"24100";"166586568176435200";"política"
"24101";"166594760302280705";"entretenimiento"
"24102";"166594760302280705";"política"
"24103";"166600080776896512";"política"
"24104";"166602702271426560";"cine"
"24105";"166603081134514176";"entretenimiento"
"24106";"166626136753836032";"otros"
"24107";"166628698114621440";"otros"
"24108";"166634099996491777";"política"
"24109";"166644758662488064";"tecnología"
"24110";"166649399513055232";"otros"
"24111";"166657149269843968";"política"
"24112";"166659157825556481";"otros"
"24113";"166659688799277056";"otros"
"24114";"166665433653592064";"música"
"24115";"166665433653592064";"otros"
"24116";"166668285998407680";"música"
"24117";"166675656237789184";"deportes"
"24118";"166675656237789184";"música"
"24120";"166677583151378433";"música"
"24119";"166677583151378433";"deportes"
"24121";"166678840733745152";"música"
"24122";"166678840733745152";"otros"
"24123";"166762025974894592";"política"
"24124";"166779909618925568";"otros"
"24125";"166781713853329408";"entretenimiento"
"24126";"166784935372402688";"política"
"24127";"166787468421640193";"economía"
"24128";"166793767834230784";"deportes"
"24129";"166795504246722560";"entretenimiento"
"24130";"166795504246722560";"política"
"24131";"166795699214753792";"otros"
"24133";"166796017893769216";"otros"
"24132";"166796017893769216";"entretenimiento"
"24134";"166806016871239680";"política"
"24135";"166810290338545664";"política"
"24136";"166810290338545664";"entretenimiento"
"24137";"166811319150977024";"entretenimiento"
"24138";"166815455737163776";"política"
"24140";"166818121150251008";"política"
"24139";"166818121150251008";"economía"
"24141";"166818750279065600";"política"
"24142";"166819644647288832";"política"
"24143";"166820030296760321";"política"
"24144";"166830923600506881";"política"
"24145";"166841309766750208";"política"
"24146";"166855164882452481";"política"
"24147";"166860677162606592";"economía"
"24148";"166863375190601728";"política"
"24149";"166863375190601728";"economía"
"24150";"166863960992256000";"otros"
"24151";"166866595120021504";"política"
"24152";"166875386427346945";"política"
"24153";"166887718406717440";"música"
"24154";"166890265355878400";"música"
"24155";"166892423572754432";"otros"
"24156";"166894721648693248";"otros"
"24157";"166906563758538752";"política"
"24158";"166907817813475328";"entretenimiento"
"24159";"166911810509873152";"otros"
"24160";"166912419032076290";"otros"
"24161";"166915418898968579";"otros"
"24162";"166920284891381760";"entretenimiento"
"24163";"166920284891381760";"música"
"24164";"166920654178885634";"otros"
"24165";"166923712485011456";"otros"
"24166";"166930557555580928";"otros"
"24167";"166936722674950146";"política"
"24168";"166946074479689728";"música"
"24169";"166948125230108672";"política"
"24170";"166950581200621568";"política"
"24171";"166954975606476802";"deportes"
"24172";"166954975606476802";"otros"
"24173";"166957246587207680";"deportes"
"24174";"166957246587207680";"otros"
"24175";"166961057229848576";"política"
"24176";"166962383863037952";"deportes"
"24177";"166965613762322433";"otros"
"24178";"166968739378638848";"política"
"24179";"166970696155676672";"otros"
"24180";"166973116805943296";"otros"
"24182";"166976636321935361";"otros"
"24181";"166976636321935361";"entretenimiento"
"24183";"166999323433893888";"cine"
"24184";"167012942628405248";"fútbol"
"24185";"167016258703867904";"fútbol"
"24186";"167025796563742720";"política"
"24187";"167025796563742720";"otros"
"24189";"167026403592769537";"fútbol"
"24188";"167026403592769537";"literatura"
"24190";"167037773793067008";"política"
"24191";"167037773793067008";"economía"
"24192";"167133488976363520";"fútbol"
"24193";"167133488976363520";"otros"
"24194";"167139238796734464";"política"
"24196";"167139948233891841";"política"
"24195";"167139948233891841";"entretenimiento"
"24197";"167145771119034368";"entretenimiento"
"24198";"167145771119034368";"otros"
"24199";"167147580084596736";"otros"
"24202";"167158459496804352";"otros"
"24201";"167158459496804352";"economía"
"24200";"167158459496804352";"política"
"24203";"167159090697605120";"política"
"24204";"167159090697605120";"economía"
"24205";"167162817269600256";"política"
"24206";"167163558856114176";"política"
"24207";"167166134406225920";"política"
"24208";"167167428776837120";"política"
"24209";"167169809795125248";"otros"
"24210";"167172230646734849";"política"
"24211";"167175062351392768";"política"
"24212";"167177523002753024";"otros"
"24213";"167177764770816000";"política"
"24214";"167178373326569472";"política"
"24216";"167179067613908992";"otros"
"24215";"167179067613908992";"política"
"24217";"167182760002330625";"cine"
"24218";"167182760002330625";"otros"
"24219";"167184367062491137";"política"
"24220";"167184991745355776";"otros"
"24221";"167187391239565313";"política"
"24222";"167190913150488576";"otros"
"24223";"167192280342601729";"política"
"24224";"167194232086466560";"otros"
"24225";"167196460625051648";"política"
"24226";"167196460625051648";"entretenimiento"
"24227";"167196460625051648";"otros"
"24228";"167198992470519808";"política"
"24229";"167198992470519808";"otros"
"24230";"167200494287192065";"entretenimiento"
"24231";"167200987797393408";"política"
"24232";"167200987797393408";"entretenimiento"
"24233";"167205632359923712";"otros"
"24234";"167209055566307329";"otros"
"24235";"167211641010794496";"deportes"
"24237";"167213995885985792";"otros"
"24236";"167213995885985792";"política"
"24238";"167215558939516928";"entretenimiento"
"24239";"167217621513682944";"política"
"24240";"167218760346902529";"otros"
"24241";"167219313042931712";"política"
"24242";"167221926408880128";"literatura"
"24243";"167221926408880128";"política"
"24244";"167223204878884865";"política"
"24245";"167224729088966657";"entretenimiento"
"24246";"167228967173095424";"cine"
"24247";"167232190441201664";"música"
"24248";"167240129583390720";"entretenimiento"
"24249";"167240129583390720";"política"
"24251";"167253954504294400";"economía"
"24250";"167253954504294400";"política"
"24252";"167263939623780353";"política"
"24253";"167269661363281921";"cine"
"24254";"167279040921747457";"política"
"24255";"167286078984822786";"otros"
"24256";"167289800863395840";"política"
"24259";"167295151973220352";"otros"
"24258";"167295151973220352";"entretenimiento"
"24257";"167295151973220352";"música"
"24260";"167301187157229568";"cine"
"24261";"167301187157229568";"otros"
"24262";"167303149453975552";"cine"
"24263";"167318081461432320";"otros"
"24265";"167321672549007360";"entretenimiento"
"24264";"167321672549007360";"fútbol"
"24266";"167325571594985472";"entretenimiento"
"24267";"167336800904425472";"política"
"24268";"167342886000672768";"entretenimiento"
"24269";"167342886000672768";"política"
"24270";"167356275577982976";"economía"
"24271";"167357027591524352";"fútbol"
"24272";"167367485551673344";"música"
"24273";"167380240291737600";"economía"
"24274";"167382927913656320";"deportes"
"24275";"167384365628801024";"música"
"24276";"167384634420772864";"economía"
"24277";"167394921723080706";"cine"
"24278";"167394921723080706";"otros"
"24279";"167412881049141249";"otros"
"24280";"167413215725236226";"literatura"
"24281";"167414179655987200";"entretenimiento"
"24282";"167414179655987200";"otros"
"24283";"167414578676899840";"entretenimiento"
"24284";"167437451235827712";"música"
"24285";"167437451235827712";"otros"
"24287";"167466410484830210";"otros"
"24286";"167466410484830210";"música"
"24288";"167488787654516736";"política"
"24289";"167509956302606336";"entretenimiento"
"24290";"167511952657088512";"política"
"24291";"167523418642714625";"otros"
"24292";"167525582224101377";"política"
"24293";"167526659895984128";"política"
"24294";"167527614955786240";"deportes"
"24295";"167529670689046528";"entretenimiento"
"24296";"167531941548130304";"entretenimiento"
"24297";"167531941548130304";"política"
"24298";"167538847905886209";"deportes"
"24299";"167544497490755584";"política"
"24300";"167546207021961217";"cine"
"24301";"167546890668355585";"política"
"24302";"167551934088232960";"música"
"24303";"167551934088232960";"otros"
"24304";"167553364220051456";"otros"
"24305";"167554043298844672";"otros"
"24306";"167560620659589120";"literatura"
"24307";"167561922584125441";"entretenimiento"
"24308";"167564805748695040";"entretenimiento"
"24309";"167573062101897217";"política"
"24310";"167578376188604416";"entretenimiento"
"24311";"167591461389484032";"política"
"24312";"167592391451230210";"política"
"24314";"167592651577769984";"economía"
"24313";"167592651577769984";"política"
"24315";"167593348847239168";"política"
"24316";"167593348847239168";"economía"
"24317";"167594035043774464";"política"
"24318";"167594035043774464";"economía"
"24319";"167604343095308288";"otros"
"24320";"167605579177672704";"política"
"24321";"167606155286282240";"otros"
"24322";"167606608862523392";"otros"
"24323";"167610212222631936";"otros"
"24324";"167620068568600576";"política"
"24325";"167626539192684544";"política"
"24326";"167634009646571520";"política"
"24327";"167640160568217600";"política"
"24328";"167645704595050497";"política"
"24329";"167649311574859776";"política"
"24330";"167652121347493889";"política"
"24331";"167653120942411776";"política"
"24332";"167653120942411776";"economía"
"24333";"167663937557504002";"otros"
"24334";"167666928683450370";"política"
"24335";"167667464971358209";"entretenimiento"
"24336";"167667502057394176";"música"
"24337";"167667502057394176";"otros"
"24338";"167670307631546368";"literatura"
"24339";"167670307631546368";"música"
"24340";"167675729063067649";"entretenimiento"
"24342";"167685198002130944";"otros"
"24341";"167685198002130944";"política"
"24343";"167687640404078592";"política"
"24344";"167687640404078592";"economía"
"24345";"167691426048647168";"música"
"24346";"167691426048647168";"otros"
"24347";"167697389430374401";"política"
"24348";"167705931654766592";"política"
"24349";"167708771680919552";"política"
"24350";"167710724288811008";"otros"
"24351";"167711344869638145";"cine"
"24352";"167711344869638145";"entretenimiento"
"24353";"167711344869638145";"otros"
"24354";"167721166037987328";"política"
"24355";"167721346216886272";"entretenimiento"
"24356";"167723317694959616";"política"
"24357";"167729963754201090";"política"
"24358";"167736234100264960";"política"
"24359";"167737985352208385";"otros"
"24360";"167745999589216257";"política"
"24361";"167750882333696000";"otros"
"24363";"167752143502188544";"otros"
"24362";"167752143502188544";"cine"
"24364";"167754064162078720";"política"
"24365";"167754064162078720";"otros"
"24366";"167756685077786624";"literatura"
"24367";"167756685077786624";"otros"
"24368";"167762268640116736";"política"
"24369";"167762268640116736";"otros"
"24371";"167846234567094272";"otros"
"24370";"167846234567094272";"política"
"24372";"167852723973259264";"política"
"24373";"167854143401230336";"otros"
"24374";"167859942957649920";"cine"
"24375";"167861230772551680";"otros"
"24377";"167865564893691905";"otros"
"24376";"167865564893691905";"política"
"24378";"167867596937498624";"política"
"24379";"167870084306567169";"política"
"24380";"167875401635471360";"otros"
"24381";"167878515868450816";"otros"
"24382";"167894531482730496";"política"
"24383";"167896873095544833";"otros"
"24384";"167904056151523328";"otros"
"24385";"167904959482957825";"deportes"
"24386";"167921299073667074";"cine"
"24387";"167921299073667074";"otros"
"24388";"167925420321288193";"cine"
"24389";"167925420321288193";"otros"
"24391";"167926049756299266";"otros"
"24390";"167926049756299266";"cine"
"24392";"167939678358609920";"otros"
"24393";"167945950084608002";"política"
"24394";"167947712669552640";"entretenimiento"
"24395";"167947712669552640";"política"
"24396";"167948588020809728";"cine"
"24397";"167953452822036480";"economía"
"24399";"167958820381925376";"entretenimiento"
"24398";"167958820381925376";"política"
"24400";"167960778232700928";"política"
"24401";"167960778232700928";"economía"
"24402";"167962321401020418";"política"
"24403";"167965638424399873";"política"
"24404";"167965638424399873";"economía"
"24406";"167965929106456576";"economía"
"24405";"167965929106456576";"política"
"24407";"167966890642259968";"política"
"24408";"167966890642259968";"economía"
"24409";"167970336904720384";"política"
"24410";"167970336904720384";"economía"
"24412";"167970766934122496";"economía"
"24411";"167970766934122496";"política"
"24413";"167975443838926849";"política"
"24414";"167975443838926849";"economía"
"24415";"167976147215323137";"entretenimiento"
"24416";"167980448381812738";"otros"
"24417";"167985164725661696";"otros"
"24419";"167989508380442624";"otros"
"24418";"167989508380442624";"entretenimiento"
"24420";"168012010011893760";"política"
"24421";"168012010011893760";"economía"
"24422";"168014033704845312";"política"
"24423";"168014033704845312";"economía"
"24424";"168021562652508161";"política"
"24425";"168026512648445952";"política"
"24426";"168030541310992384";"entretenimiento"
"24427";"168031430948040705";"otros"
"24428";"168036125632512000";"política"
"24429";"168038001488826371";"política"
"24430";"168052585989816320";"música"
"24431";"168052585989816320";"otros"
"24434";"168052624258646016";"entretenimiento"
"24433";"168052624258646016";"economía"
"24432";"168052624258646016";"política"
"24435";"168052847320113152";"política"
"24436";"168052847320113152";"economía"
"24437";"168054384419274752";"política"
"24438";"168054384419274752";"economía"
"24439";"168054851140464640";"otros"
"24440";"168057948512321536";"política"
"24441";"168057948512321536";"economía"
"24442";"168059958355705857";"política"
"24443";"168059958355705857";"economía"
"24444";"168062896230764544";"política"
"24445";"168062896230764544";"economía"
"24446";"168062896230764544";"entretenimiento"
"24447";"168074952870866944";"política"
"24448";"168074952870866944";"economía"
"24449";"168076800554041344";"otros"
"24450";"168083976697819136";"cine"
"24451";"168084088580874240";"otros"
"24452";"168084454617788416";"otros"
"24453";"168084736546324480";"entretenimiento"
"24454";"168084736546324480";"otros"
